,cannonsville_gages,cannonsville_hru,pepacton_gages,pepacton_hru
1991-01-04,757.3403511565731,982.98794929413,365.29416697010026,639.6579006686017
1991-01-05,675.9475422414172,872.2047215427999,334.17549444344013,575.5516597561556
1991-01-06,611.113292453864,784.759434938179,308.35514406893986,524.2508878052589
1991-01-07,557.4967768308503,713.7921520727596,286.37532293402944,482.10806010344913
1991-01-08,512.308687693814,654.1575451344135,267.4543925364323,446.657200002242
1991-01-09,473.90488939289827,603.7490486796145,250.93964293646707,416.3807409277446
1991-01-10,440.658783403019,560.3784792445251,236.39007942591005,390.1399359527784
1991-01-11,411.449085956672,522.497776910786,223.34035921897612,367.07722386731314
1991-01-12,385.5473024746056,489.0144278685724,211.58825557354947,346.5485363206354
1991-01-13,362.37137694439997,459.1580116554946,200.91988977905154,328.12822882789186
1991-01-14,341.46808329609973,432.30651138210266,191.16805756734323,311.4581130737474
1991-01-15,322.7077040060625,408.23254847465296,182.20157197483226,296.2610073183668
1991-01-16,345.39401756902663,427.8463173431842,187.4056564281836,300.94686394075177
1991-01-17,1224.4342113303676,1023.1403860665832,698.4552128338123,756.0186096455507
1991-01-18,971.8831647654807,1401.7300506355275,464.235912884144,998.5734802969718
1991-01-19,676.9116649683601,929.1767032916983,366.12034725448615,663.328546688828
1991-01-20,647.7337626522069,802.3707812213872,378.9123816887071,589.8432157458227
1991-01-21,595.749074886717,762.5867892578799,349.3910347667844,569.9802140825461
1991-01-22,537.4423387005272,687.9629875240623,318.85151635519316,518.2851982964665
1991-01-23,492.46205080850433,628.1380042850766,295.1347851478091,474.8276064578937
1991-01-24,454.58593431085086,578.7370110872889,274.9514184548908,439.3402963563154
1991-01-25,421.95184636190265,536.4425056241946,257.43034657398164,409.1821419908149
1991-01-26,393.44057175140046,499.6371966455606,242.02473320690012,383.07120000418377
1991-01-27,368.243877826026,467.2158680687055,228.3304416865852,360.158351069595
1991-01-28,345.7723490460929,438.4415908276847,216.0415696255879,339.8229589794308
1991-01-29,334.1770464777498,420.2008114211847,218.91954789657058,331.44423210840745
1991-01-30,375.90467479931755,444.3312244915468,224.6615583192787,348.19636036338693
1991-01-31,407.86421584610565,484.8181807479257,343.8216502539102,412.0246108509247
1991-02-01,395.44970790213273,492.6040033921331,295.72352760510216,487.69197136160113
1991-02-02,368.66729349592146,461.72276622706255,259.59938663766496,418.2354700050704
1991-02-03,431.8529684949767,493.8674850608416,332.35412115987936,437.5741676045672
1991-02-04,623.122342221022,667.6897655644012,395.82908721808957,555.6757191317083
1991-02-05,754.1976037219774,859.0788555000663,394.7925945736078,621.8625686692344
1991-02-06,717.0579182586077,897.4120269942565,366.60574567663605,602.6890006168735
1991-02-07,908.2238653551503,1002.263608905972,411.134640600386,665.6944041804488
1991-02-08,1015.4011910202535,1206.0962713709305,512.7958242957707,817.4014359198783
1991-02-09,779.104258307954,1073.0742041074584,377.36865612509996,779.5234949498036
1991-02-10,660.3747504939809,862.802436057459,322.7685255062759,590.5969496820684
1991-02-11,602.2109321359508,773.0503062475325,300.3078400097325,526.9130790661305
1991-02-12,555.7538854474392,710.3841559341645,281.69593332672656,488.0020725011221
1991-02-13,516.2150532672723,658.1722128700944,265.5660463219948,456.03084620157705
1991-02-14,481.93925695643827,613.2845502377404,251.31689205759704,428.52624397348353
1991-02-15,454.0259679749953,575.4282662484057,239.76056046672053,406.7424771932478
1991-02-16,427.1111634395952,541.9067314915176,228.09738136055157,387.042908810856
1991-02-17,402.5158304172591,510.23546818203965,217.43224907359468,367.5743876710764
1991-02-18,380.33252636631585,481.7261635086517,207.64978914749173,349.89211378974335
1991-02-19,363.54660099248576,457.9303093702673,198.61789868418498,333.75340274880165
1991-02-20,1013.9905582542674,865.7378445289046,555.8594582975402,555.9092516016185
1991-02-21,864.0219972508826,1176.4251821077912,432.5850072351817,776.8643806370153
1991-02-22,663.1526650819237,887.7010999473315,355.3116721342901,635.7315571221316
1991-02-23,593.6472925195383,767.1489565121225,324.541762303957,563.476689828018
1991-02-24,538.8347119492817,695.3656512357971,299.9141780333217,512.3744993726497
1991-02-25,495.25312748566387,636.6066727154573,279.35076140755666,474.1040108336432
1991-02-26,460.0544563176252,589.3834092476346,262.5942864703089,446.0511595739936
1991-02-27,429.17458011036064,549.3687645220388,247.27747806557642,421.1262627293085
1991-02-28,401.7497566371378,513.7753786076921,233.5639889040352,396.8690636186944
1991-03-01,408.32136823002156,499.8338057384715,226.96639337216936,379.167223503396
1991-03-02,389.0919478992916,500.6783096431738,219.5408571865816,387.8720674231943
1991-03-03,629.6598263176168,717.0833030802947,276.23487316560454,522.5387239891251
1991-03-04,1266.6133805504044,1280.0479571888136,791.0167589669861,1020.1055685032164
1991-03-05,1021.2575995620239,1489.7350262068858,485.27991033866584,1198.1638992122437
1991-03-06,670.7159144182642,997.2027393739244,321.17432369418395,722.8228369049663
1991-03-07,735.0102485753202,872.7808997954196,347.4740615938574,637.1952376565148
1991-03-08,626.2272343183816,854.597477857036,292.99108429400223,607.559257159967
1991-03-09,529.2200578741162,709.1474594930014,260.88788206981803,503.3563590210901
1991-03-10,481.6581082218387,632.3970921531163,244.69893393420904,455.0312720030881
1991-03-11,448.370172503449,584.8427806299751,231.00536110809787,424.8819540013138
1991-03-12,419.6317288869814,546.0102362410902,218.8137482201687,399.585732639861
1991-03-13,394.12694320725245,511.9357975824687,207.8310813013262,377.41931975183326
1991-03-14,385.3951291471633,491.8056142606276,204.9718445534645,365.2660454397815
1991-03-15,375.58487683542836,481.5551956497681,190.80890400747705,350.64308636232454
1991-03-16,342.8110577212993,450.2770321819549,180.34483597784327,327.6983042293587
1991-03-17,397.1515276992896,463.332562347349,179.919367776474,336.0830469283654
1991-03-18,433.88770026792577,530.5641935513568,199.4824816475333,376.7898866285415
1991-03-19,534.1680591318813,608.2697560308375,241.67953439555265,473.53958810062375
1991-03-20,471.13553626506706,620.3377831017616,201.95968496516596,461.0818142724847
1991-03-21,399.876902412509,524.7307339140407,180.41606313461557,364.8038720584525
1991-03-22,420.67866293781935,492.0478253020547,187.50648688274106,336.08446705825
1991-03-23,563.6189690908302,607.9837576513022,210.1264106063522,372.3099291153958
1991-03-24,673.6303710429057,768.3780000311297,237.62770782730982,441.5623262490692
1991-03-25,677.5579572030248,817.2950839707435,321.49017438733495,530.2110545867223
1991-03-26,557.9231831562146,724.0712888657296,308.3047910956187,555.2797790302744
1991-03-27,471.93295275553186,603.4269947802316,275.9819667709841,488.94523598475104
1991-03-28,565.4237865199206,626.029703127247,299.080680135225,500.5117599661534
1991-03-29,476.7583839836398,627.0426107674302,255.676367822357,482.8252256951666
1991-03-30,476.47933339232463,554.6892416865994,243.5510079383492,430.5550573058285
1991-03-31,417.35430283396386,537.3943476793404,225.3299180409782,404.6005662948163
1991-04-01,376.15210777667454,473.7107137517168,213.07782142678388,372.4096143436835
1991-04-02,412.3558734050279,485.288283187777,215.98087509879298,370.1860854249404
1991-04-03,446.85153590113623,529.3304162660677,219.3869703343654,398.6290779223285
1991-04-04,418.34003323158146,515.1137326797603,201.65326358927825,369.9566161044222
1991-04-05,393.0223940432061,482.0449037716373,191.8289246245995,332.7169446213657
1991-04-06,390.70366587937843,471.73744327708016,184.50085224885146,318.8532619315096
1991-04-07,429.6602743929032,495.3144001729761,185.20572730675875,316.02394899685845
1991-04-08,364.5039275596598,474.0659434631257,171.92927941894493,305.460608710735
1991-04-09,551.2560333115464,540.1611551750435,202.6885925162157,326.96447183552345
1991-04-10,482.5032346661172,622.8146868607467,179.86456333699553,334.6390509721047
1991-04-11,360.6609365150531,476.2667897517677,158.5194921831826,291.61915499837795
1991-04-12,311.3479050774954,388.06812424337227,150.07646252132596,266.3901136700767
1991-04-13,294.70169052844415,359.2911645347916,144.32043078151082,254.4682021850559
1991-04-14,303.7606084549928,354.5195675706246,144.23020692202886,249.49194872529864
1991-04-15,327.2361222187682,380.2726762743916,148.2361356813628,254.3710613561448
1991-04-16,307.7174083633801,378.79787138924576,143.24476005728764,254.47622986370905
1991-04-17,258.4822954584746,332.13745273234866,130.89765527451232,239.34703393044848
1991-04-18,234.98486645249153,290.0667557942603,123.98471201216304,222.3034042926309
1991-04-19,224.04123399782486,273.66583354935017,119.35605136743024,212.7648652344741
1991-04-20,243.3177479065505,284.1971617409918,115.09462496953711,206.05867661099936
1991-04-21,382.48284956191094,374.39456144181554,134.34982706798087,226.9061635927412
1991-04-22,2145.355886981198,1586.3556142036275,1110.7622027054692,1076.4648431030196
1991-04-23,1478.4290467492401,2331.4935042578754,486.05834368668894,1444.8657069188744
1991-04-24,720.3613203519009,1134.6679196696475,366.25369892995104,706.2085006968443
1991-04-25,703.6511820831444,836.735163064779,353.527261675781,599.8223501006734
1991-04-26,587.5246244174267,785.2104839687454,274.7311405305701,519.9704190928456
1991-04-27,486.94770002691286,632.7840380986146,237.40989787176423,420.9792792862536
1991-04-28,441.42648934630625,561.1626276291324,217.34273281355178,377.2337561135803
1991-04-29,406.1392474387293,513.7581398088153,201.13051772356621,347.9364765945071
1991-04-30,409.5906697192032,495.3826847515934,199.26291871916146,333.25903975675527
1991-05-01,443.39712419794523,511.8284988800775,219.0284565725983,345.7004820912216
1991-05-02,466.9061219616557,539.7734991646031,248.4446004699109,384.5860841105169
1991-05-03,395.0937594965199,509.6723866828001,192.75631751655,370.3455344525379
1991-05-04,311.0405116769428,412.3974343936816,164.7818520024225,302.8147094954838
1991-05-05,275.78903374345157,349.4937279090637,152.51708270141086,270.11353643526
1991-05-06,353.2850358413343,370.3353174069793,195.77145543280096,297.7220053851902
1991-05-07,824.363583231024,678.5076049602587,390.5989658174358,533.0440559142681
1991-05-08,568.6893887498012,815.2497813525164,219.280712074355,540.9904321315389
1991-05-09,363.17135755826746,475.45518552272506,175.14075768825015,329.960216103038
1991-05-10,624.9513844525098,521.9885814510561,245.5698433789529,366.9334357164985
1991-05-11,608.193901124424,733.1022103862505,293.94466699445803,456.4495872772691
1991-05-12,408.6765714372703,522.9707985065113,213.46612833008814,420.3207335003277
1991-05-13,362.34727295166266,422.55570235425216,185.4737509346906,320.8475976661009
1991-05-14,335.32233130322965,387.3223193656489,175.12964566500392,293.2583399176649
1991-05-15,344.1975618395152,376.84913760317073,171.9060765676535,287.0163956982676
1991-05-16,304.42145948647783,363.21518064617305,160.08862599075798,274.1327801450136
1991-05-17,275.79971183812194,321.55900384217534,151.66213492484894,255.3438306030621
1991-05-18,438.5708842847641,397.15695550474254,245.19479102123813,327.7906718439355
1991-05-19,307.8447460599891,419.16577342363325,161.98963256449642,339.96165833149234
1991-05-20,239.62747260010576,291.3841432265046,142.9133323144651,255.6150359629663
1991-05-21,224.32729216581447,260.23832797432465,135.32130439118376,235.3330959837359
1991-05-22,213.25115000505028,246.564666552637,128.80190969209468,223.5595288995761
1991-05-23,203.06120094381217,234.8382004429828,122.97620159706523,213.31197027251204
1991-05-24,193.59195269779556,223.96180041341216,117.6707183906523,204.01503081097096
1991-05-25,198.52716354096205,221.91626110687096,112.80304569498757,196.40788811988156
1991-05-26,178.27740207768426,211.5161765853968,108.22337213476328,188.01409209286055
1991-05-27,169.0055968810602,196.12376352283283,103.95244615276368,180.11203576240482
1991-05-28,175.28759412567257,195.3840533691975,137.74305484197748,200.3298529325408
1991-05-29,158.92434785263546,189.0235085804108,107.9002149226662,205.52883009586444
1991-05-30,148.87560648485012,173.34594527143707,99.68630201435987,177.74554710194647
1991-05-31,162.6840353972565,181.10569275304127,131.73818848619533,207.2533411523838
1991-06-01,162.20834581880322,185.7104244557692,106.73535585033525,218.0473539246221
1991-06-02,138.6058198048507,169.01516056825176,95.34447308926825,186.23220384419855
1991-06-03,127.1998842217453,148.94630910580133,89.5094601848908,169.4777876021828
1991-06-04,128.36822951570267,145.96252746016182,87.30435597209835,163.82006903808454
1991-06-05,129.8148185650295,147.01899561215217,85.6542439423105,161.17003763934966
1991-06-06,123.10766253970849,142.86162454709608,82.49401239126247,157.56171442890977
1991-06-07,111.0208289180146,132.12093567962154,77.33627446841551,149.4542520898691
1991-06-08,104.162045982414,121.4534821213342,73.92391685453256,140.99971592424274
1991-06-09,100.03925853175227,116.03101201742332,71.14850290328326,135.2557737797211
1991-06-10,96.25435551470015,111.6091023133102,68.53951412113915,130.1463732812705
1991-06-11,92.64306029415998,107.43157329350342,66.06677028254944,125.3430107729489
1991-06-12,112.89772872532458,117.73625270036986,86.38374321414548,147.04536663514793
1991-06-13,199.3188289368573,178.21781918467704,96.49679261195854,185.77003046286956
1991-06-14,124.90649033678767,177.8984083048015,76.24348390584838,172.21145873391214
1991-06-15,102.16595897002992,123.61276002481266,69.3510314411915,142.82982941690224
1991-06-16,150.845642219194,136.90414023319246,79.10595601037855,142.4718975139073
1991-06-17,121.07253736489365,158.52905956862904,68.52225806373943,140.97592874867587
1991-06-18,92.0886564418736,113.30917530139892,63.46030432662827,126.00089580399788
1991-06-19,86.68886758121823,101.27914656690068,61.46654736893005,120.78661279636256
1991-06-20,83.11693319584953,96.69889238065583,58.88696526068517,116.56654891410972
1991-06-21,79.79053643219751,92.84355532841523,56.628474889171414,111.2699180971944
1991-06-22,76.65376429887515,89.21823000741261,54.5467537057399,106.92136204642551
1991-06-23,73.68878550575056,85.7880936494363,52.577362084125795,102.89752263857318
1991-06-24,70.88040792985049,82.5360899028516,50.70646855097398,99.10442475092732
1991-06-25,68.21500026586673,79.44714468065436,48.92411925320013,95.51407012833268
1991-06-26,65.6806589099088,76.50827957362155,47.22236849013491,92.1056499231749
1991-06-27,63.26750690177567,73.70791657838852,45.59442564939178,88.86211271482573
1991-06-28,60.96642619399222,71.03617395784167,44.03499236443954,85.7689613440467
1991-06-29,58.77004947754725,68.48431889939211,42.539156736384825,82.8142036029235
1991-06-30,58.54570940544523,66.84939436975891,41.10782268036469,79.9883719588922
1991-07-01,57.19374737330292,66.16895491477898,40.031122916713414,77.74868906271196
1991-07-02,53.69936585563231,63.31798499938783,38.49153138571725,75.35156405859755
1991-07-03,53.44801365263685,60.88763980418842,38.18795735792061,74.19394616937605
1991-07-04,52.53172993319446,60.41718726287248,36.90967126662839,72.91605116854032
1991-07-05,58.887740815558146,62.839001816751264,36.92957743185745,74.06500527926453
1991-07-06,65.23483204641308,69.29809770232056,39.33219588544947,77.09061172240777
1991-07-07,53.44168370412729,68.03015347269005,35.87976552232531,75.82822473715203
1991-07-08,57.98412516011446,60.094477539619234,33.92685486551983,72.65215849134049
1991-07-09,49.22511105155439,61.219328890357765,32.77272689617965,68.80192009986607
1991-07-10,43.27317851169014,51.09859082059141,31.706367145062636,65.4861189906188
1991-07-11,41.627719811140025,48.14653527105417,30.680468151764227,63.38746288158874
1991-07-12,40.2573975613671,46.49435714952452,29.690699259787422,61.3666920209166
1991-07-13,64.74550345795384,57.08490672975613,37.97738550360538,76.4842359857144
1991-07-14,97.88870003468868,90.01332522654694,42.26912433966225,91.41900726196296
1991-07-15,64.29961287660795,90.41805238164176,34.513580541136506,84.00852297384985
1991-07-16,43.77549305997619,54.37173379222902,31.28173752299368,71.60279591977964
1991-07-17,41.18486364794596,46.95918834338063,30.022323626495876,67.59964208437816
1991-07-18,39.76774915090532,45.027668701149686,28.89870225370209,64.95924094142316
1991-07-19,38.58608667216598,43.75565146011407,27.84604623205192,64.18773565759396
1991-07-20,37.95321447999788,42.83057983949404,26.85388456914977,61.90125750931389
1991-07-21,36.05814880605738,41.131088710177465,25.91439853774479,59.274110911948384
1991-07-22,41.03924748054919,42.8767932328217,26.291848443297457,60.61767212692673
1991-07-23,78.37600370231739,63.69026613142501,141.83734847132638,147.79715775481537
1991-07-24,85.08458031980484,91.74591327178491,63.508908025378005,195.12087568794647
1991-07-25,50.7364576614977,72.28795927902844,39.85338493993926,117.35977035075744
1991-07-26,41.30087813554408,45.71612597276969,33.618948794380586,87.57277284780204
1991-07-27,133.03101950585193,97.67993585655356,43.57804585004682,124.0756533330971
1991-07-28,76.75245793256568,116.19937630485184,34.796343718097276,113.8707577746492
1991-07-29,48.8209012283883,60.57598539760618,31.021465899630414,85.96764145970596
1991-07-30,45.270101637871306,50.64862168045805,29.405350386270293,79.47164192116352
1991-07-31,43.18482662409085,47.958782265895785,28.031151594884236,74.9353377962428
1991-08-01,41.8559323028419,46.02506832575289,27.357300581022525,71.12865991657554
1991-08-02,59.31501992908062,54.33573251345338,28.052092038735836,71.68416738976397
1991-08-03,59.78799814735764,64.45013917081761,26.59070426830154,69.48947006628202
1991-08-04,77.8956611028143,73.75374042219923,30.16574148953788,72.20503454198284
1991-08-05,60.810144721723255,74.37692102919358,28.44744442582732,73.55183049725385
1991-08-06,42.31721244004025,53.66129902444369,25.39592400235731,67.18612787562246
1991-08-07,35.033929475386415,40.322869617127054,24.043440285132085,62.25427812979133
1991-08-08,33.38782666210653,37.06769523333473,23.191400723773285,59.59352179182388
1991-08-09,55.439641185977976,45.243602408705385,27.646463279913306,62.61091317806532
1991-08-10,468.58322508851217,250.4732584755497,501.97345330489946,415.739473388748
1991-08-11,350.09107004176906,490.6838299959592,152.81762508474682,568.6963772188252
1991-08-12,162.2118368173422,218.23502803367572,90.21853276211843,255.290457388233
1991-08-13,125.39633252039722,150.2018518539744,71.02363440820102,180.16069493497812
1991-08-14,102.48375654398711,116.1326795103416,64.35719955948171,147.00671740585832
1991-08-15,92.46674479720323,102.07470530065012,61.715378286642114,134.6702068906422
1991-08-16,166.80766265997025,127.5865694402725,254.02877553691297,219.01915669425685
1991-08-17,271.0322137731444,234.5512355861649,242.49409106476338,409.921043459377
1991-08-18,212.1733672690868,258.7006231697073,160.89735790848894,362.8024751224905
1991-08-19,409.2805057093488,280.563581915035,839.4044451130605,644.1906396757913
1991-08-20,401.5330358176626,464.9737591173058,664.4729544115189,1061.578647172233
1991-08-21,460.1647826580341,421.7041766962316,441.4227442468364,802.1871899857517
1991-08-22,915.0053701725736,774.0813994398488,369.5901782151393,676.5511393559232
1991-08-23,503.8623690505927,764.5504344077432,284.5691272886103,535.3904260680282
1991-08-24,315.7547462997721,397.42709576723325,250.39783133395377,406.90946079884407
1991-08-25,275.68168744529015,313.793832253373,229.82653495973182,364.7233585836067
1991-08-26,250.43596465668384,282.14014305121685,212.7987338529196,335.3701022782493
1991-08-27,229.7913070399903,258.461212939997,198.32879870153369,311.14179886598134
1991-08-28,212.40526668979084,238.6999478037302,185.81513684522815,290.52591139958463
1991-08-29,197.48794129543217,221.8187455214625,174.83518691099124,272.6728274515774
1991-08-30,184.49181159506495,207.15890251505863,165.08284187460234,256.9874139801861
1991-08-31,176.6003354325715,195.53768380907337,156.33132351236452,243.04100872455265
1991-09-01,165.7383923822408,187.1764127012148,148.59097091224834,230.6025052699864
1991-09-02,153.81986935586315,173.43067968788424,141.2122891508389,219.30992828812649
1991-09-03,145.27342167450348,163.1791762555852,134.54941079058926,208.7858190900648
1991-09-04,137.66155312407813,154.59886983705488,128.42549144556733,199.225051054409
1991-09-05,151.10959822900912,155.93862431498147,127.87489525489643,196.9004956735984
1991-09-06,135.65034309985936,159.76598283609306,119.83115754617181,191.1179042997871
1991-09-07,119.11174026617519,136.488170383178,113.99730835933866,179.32423843295518
1991-09-08,112.89300909716292,127.08406042541588,109.29011773714234,171.4857723628871
1991-09-09,107.7168515534659,121.10601381422497,104.87435206718266,164.6043752149012
1991-09-10,102.88977089403815,115.70649261476854,100.7085169293943,158.14586118810408
1991-09-11,115.32413096441647,120.35209249973065,100.6729693032207,163.61860783473463
1991-09-12,100.70056398630906,119.43949139465964,94.96805977374746,159.12050421750806
1991-09-13,90.98519325497146,103.83378271304088,90.81825163997779,148.248226509408
1991-09-14,86.83312671057392,97.83570635326944,87.39852217131198,142.2187988100316
1991-09-15,84.06469619140256,93.9486234809004,84.15123246698306,136.8565067099802
1991-09-16,217.66783068491173,157.41551994690178,210.4937742921137,292.4982153969386
1991-09-17,192.8576690398146,235.85118697927064,114.57000901959339,314.07736512963646
1991-09-18,125.2277750376733,161.80879036500906,97.4417078356621,203.4280437920075
1991-09-19,1708.6142766852295,971.0515209258444,1072.188970088705,1246.9608243844004
1991-09-20,1560.4400325325,1929.896552117017,690.1641296730969,1704.330064106098
1991-09-21,773.2573864098858,1176.6939022403974,358.50473802516115,933.3629306070484
1991-09-22,474.56490584671036,624.2842057068776,265.28323090718345,552.0926919848376
1991-09-23,395.0056800807402,475.86110598140345,232.75764605897467,445.0255102129015
1991-09-24,383.6527968166191,434.2666456553068,228.98276700775614,433.23152876165074
1991-09-25,829.6025064783582,674.1788912798218,660.2170273186737,766.7454818326897
1991-09-26,823.430632478323,957.0312886402384,502.2445181311171,1020.8384344197692
1991-09-27,614.0004636619836,772.9433231295601,354.3492382770884,746.8547481886113
1991-09-28,450.63887774394436,565.8515414755744,289.48255479399404,552.942047999979
1991-09-29,388.1933766683576,460.3622029015215,260.06402059125935,459.8902069551573
1991-09-30,351.89826854027496,412.6802374809766,238.30291178609195,415.9227490399647
1991-10-01,322.57927778975903,377.69304978708783,220.2502552102411,381.8952535636393
1991-10-02,297.89127688151405,348.5495782241261,204.95452192747643,353.5384945086876
1991-10-03,276.7079055767992,323.6291587333827,191.76796998720943,329.3956553018353
1991-10-04,286.95178127167316,313.9844255183005,184.39355847746683,315.5589945278387
1991-10-05,259.8760135814787,313.0525047295913,170.96451812665458,296.8250947429413
1991-10-06,600.4128298132093,431.1406241949074,300.2470283715321,415.9182519619968
1991-10-07,568.6743123128642,684.7744014526363,235.89842355645615,473.3793501119793
1991-10-08,355.2602414230359,470.7136874225008,175.20681345190974,351.2402509787943
1991-10-09,275.9099695296743,329.0288673110878,157.26744798415228,281.55676552904333
1991-10-10,254.13904678391782,289.7887850933782,149.19598569113566,259.79114485288846
1991-10-11,369.29983130420834,330.2083443523176,168.20377946725517,272.91144872024074
1991-10-12,1108.2597665027886,750.3499245228992,484.5931493332969,583.836421366482
1991-10-13,820.7942198647625,1116.3162123399402,260.2090575194812,669.4317126600591
1991-10-14,457.75556718703217,587.2781850378884,194.6970137619588,407.251593756873
1991-10-15,390.5972110869754,439.0047512230289,180.57272737626747,339.7996057324398
1991-10-16,1575.0468733823175,1015.3241489740144,1379.1242653404288,1159.5932504429084
1991-10-17,1106.6867064582998,1552.720784640391,578.995218313944,1668.0255481520437
1991-10-18,949.0694161185284,971.203317031286,780.0304320085365,1022.5419591124383
1991-10-19,752.7834409331585,930.605906228328,487.2627617590168,1042.781492435393
1991-10-20,616.1283793309332,684.3071787206065,384.7123129470294,710.5885757414406
1991-10-21,526.4838410837737,607.3031998521652,323.24892881879714,589.3731922020761
1991-10-22,452.8944880898178,511.38912647300657,286.55015916754655,496.0898305380141
1991-10-23,411.1945461324259,458.4982824279983,261.0483666087897,445.814313467686
1991-10-24,377.7420873758899,420.50862457366935,240.12714382069646,407.7557793139545
1991-10-25,349.34085856330626,388.7845403220952,222.57046514153507,376.33757526029984
1991-10-26,324.8053865494881,361.48905221950736,207.56499309346276,349.7715210937104
1991-10-27,303.31930269367564,337.64562372998927,194.54035198581016,326.92285414029453
1991-10-28,353.49208094731307,358.32843481719726,188.32581799903772,315.0175108372606
1991-10-29,290.28805469696914,351.311178576919,174.3370701902134,298.03023274222454
1991-10-30,253.32908009206778,288.1561288267551,164.0020712568613,275.64762480329426
1991-10-31,238.13526736542588,265.8912141520101,155.6923698481885,260.6644458358061
1991-11-01,225.40520793060728,251.44072195942604,148.14294335594155,247.73325593141823
1991-11-02,213.74138990515635,238.53223440916548,141.21875246766606,235.9631208278129
1991-11-03,202.98564631836157,226.63541188543908,134.77814046012588,225.12244100964497
1991-11-04,193.02823269340152,215.61725527974983,128.8240757992603,215.06685632934068
1991-11-05,183.77826071284701,205.3768170261349,123.28630643484111,205.74275688375684
1991-11-06,175.15910799812102,195.82975718867053,118.1100186817525,197.049924895899
1991-11-07,167.10562063247127,186.9044381042898,113.25533487369977,188.9129356896746
1991-11-08,159.56238941784082,178.53967584379822,108.6894971014613,181.27178877745973
1991-11-09,152.48179950287087,170.6833003579634,104.38418412895331,174.07646402887497
1991-11-10,145.82265831588336,163.29015348885798,100.31542633336684,167.28439699543495
1991-11-11,234.529002756317,201.82945091858835,186.11412226324794,224.5702274488277
1991-11-12,232.81271877602794,264.3074142982221,121.13607446286707,254.01340558951625
1991-11-13,185.27139717100195,220.97491223365012,104.27476262824507,192.98640074738287
1991-11-14,168.96118556596824,191.2366429373597,101.67217244346725,174.8732555142603
1991-11-15,297.4245683802721,246.35350112840908,137.07928712012185,232.2165617799266
1991-11-16,319.2573339946804,358.55100072855424,139.659579293309,263.1586475657465
1991-11-17,253.94961304228974,305.0529130897009,115.44880807480723,230.11634747282872
1991-11-18,219.18589307054938,253.08631718721983,106.17758751064653,195.37397439182212
1991-11-19,202.99655613542762,227.5752814566968,101.31392372330184,181.07038674618835
1991-11-20,191.76777334406174,214.08787401417823,96.99031856564415,172.5002382011381
1991-11-21,279.6194464067412,249.90179426518583,109.153682949836,187.94965369934732
1991-11-22,1705.7197746113188,1068.850343350167,682.1724029886439,681.2488501180392
1991-11-23,6055.106300571282,4572.537358244177,3559.431057669367,3230.9782108186896
1991-11-24,3368.3682610659607,5667.1677927659175,1293.7236501851974,4041.863854139759
1991-11-25,1268.1661403343755,2049.1675806041176,593.1103428894771,1447.0741666816198
1991-11-26,927.3114393115096,1230.6637294132747,468.2337067154324,869.6930640496947
1991-11-27,749.0116409524268,949.637224603916,396.04773544474756,686.504593028694
1991-11-28,647.0802694710128,804.8656338441915,345.81211021735817,585.9127696019083
1991-11-29,603.3655011221887,729.7506249625154,309.7740017538407,516.3743740886996
1991-11-30,537.8532642849412,661.5787494307526,278.5528185321433,461.1471796952281
1991-12-01,524.4805374157038,625.2152980864876,252.17313299062505,426.6907655457045
1991-12-02,448.96401909184374,562.7658753727288,230.83666397772765,382.9336446456404
1991-12-03,1145.0567269791563,1165.8443466104509,405.9661247299862,671.0701480663515
1991-12-04,891.578734394787,1295.0906829913238,365.12535889208283,747.3125033880772
1991-12-05,675.1786970430009,918.8411557838684,302.45368831688916,566.8911554471983
1991-12-06,580.3226337569882,754.2208041077655,270.85182152800417,479.0315459487486
1991-12-07,522.4966806093469,668.9697759670441,249.54275411847016,430.6653146121459
1991-12-08,516.2966164301359,647.6745338671071,266.9286843685391,426.2580204114283
1991-12-09,965.1347100194167,982.9074752673364,421.32324657871675,551.3518575617103
1991-12-10,1058.6949501664114,1218.2648120792412,415.4721388689806,689.8134956597867
1991-12-11,914.7804016282782,1170.6241093214542,350.75759666178584,633.4668049886831
1991-12-12,756.8771428802457,946.522090805965,313.0075832599781,538.4031527220793
1991-12-13,745.7066952193329,867.0894136985099,351.2300659847782,523.5432291941577
1991-12-14,1213.1044323696387,1141.7183122738995,552.6135591370565,697.1071249548269
1991-12-15,1417.173147048851,1534.9478591347586,615.5261463644596,895.5267256763598
1991-12-16,1067.550816023624,1402.1305272629816,420.1360229262068,795.9694668704972
1991-12-17,815.6104881794438,1019.7241847330996,352.3501934312478,582.0933302773059
1991-12-18,722.9778375482855,871.4717767301426,325.46572691360797,514.5274951737914
1991-12-19,655.958979276639,787.1331820402696,303.48979634286053,476.9345663819434
1991-12-20,600.759632742623,720.2011193458054,284.62955184279684,446.0539998337628
1991-12-21,554.4110090259946,664.6155788447893,268.13179942238787,419.3079836523539
1991-12-22,523.1326193482562,625.5095016609116,254.43531237140934,396.62807546689015
1991-12-23,519.750384636973,609.346096139199,260.41807055935277,391.6536760655933
1991-12-24,499.51376122425506,599.0822257424883,251.48558918796726,390.4791497549334
1991-12-25,468.7205289657218,566.5509948917869,239.60680058792286,374.1148353026038
1991-12-26,441.10580071936016,533.3244132223175,228.5638286918024,356.7194276579578
1991-12-27,416.72375098856253,503.9921432808101,218.35667473235753,340.5428070387081
